fault_id,vehicle_type,system,symptom,fault_name,obd_code,confidence,severity,required_parts,estimated_time_hours,estimated_cost_range,fix_procedure,common_vehicles
F0277,Car,Exhaust,exhaust manifold cracked exhaust leak ticking noise,Exhaust Manifold Crack or Gasket Leak,,0.82,Medium,P-095,3,3000-6000,Inspect exhaust manifold for visible cracks. Check manifold studs for breakage. Replace manifold gasket or weld crack. Replace broken studs.,"Maruti Swift,Hyundai Creta,Honda City,Toyota Innova"
F0278,Car,Exhaust,ticking noise from exhaust manifold area that gets louder cold,Exhaust Manifold Crack or Gasket Leak,,0.82,Medium,P-095,3,3000-6000,Inspect exhaust manifold for visible cracks. Check manifold studs for breakage. Replace manifold gasket or weld crack. Replace broken studs.,"Maruti Swift,Hyundai Creta,Honda City,Toyota Innova"
F0279,Car,Exhaust,exhaust leak at manifold gasket burning smell,Exhaust Manifold Crack or Gasket Leak,,0.82,Medium,P-095,3,3000-6000,Inspect exhaust manifold for visible cracks. Check manifold studs for breakage. Replace manifold gasket or weld crack. Replace broken studs.,"Maruti Swift,Hyundai Creta,Honda City,Toyota Innova"
F0280,SUV,Exhaust,DPF warning light on diesel car losing power,DPF Clogged (Diesel),"P2002,P2463",0.85,High,P-096,3,10000-20000,Attempt forced DPF regeneration with diagnostic tool. If unsuccessful remove and professionally clean DPF. Replace if damaged. Check root cause.,"Hyundai Creta Diesel,Tata Nexon Diesel,Mahindra XUV700,Kia Seltos Diesel"
F0281,SUV,Exhaust,diesel particulate filter blocked regeneration needed,DPF Clogged (Diesel),"P2002,P2463",0.85,High,P-096,3,10000-20000,Attempt forced DPF regeneration with diagnostic tool. If unsuccessful remove and professionally clean DPF. Replace if damaged. Check root cause.,"Hyundai Creta Diesel,Tata Nexon Diesel,Mahindra XUV700,Kia Seltos Diesel"
F0282,SUV,Exhaust,DPF clogged car going into limp mode,DPF Clogged (Diesel),"P2002,P2463",0.85,High,P-096,3,10000-20000,Attempt forced DPF regeneration with diagnostic tool. If unsuccessful remove and professionally clean DPF. Replace if damaged. Check root cause.,"Hyundai Creta Diesel,Tata Nexon Diesel,Mahindra XUV700,Kia Seltos Diesel"
F0283,SUV,Exhaust,EGR valve stuck causing rough idle and black smoke,EGR Valve Carbon Buildup,"P0401,P0402,P0404",0.8,Medium,P-030,2,3000-5000,Remove EGR valve and clean carbon deposits thoroughly. Check EGR passages in intake. Replace valve if stuck or damaged. Clear fault codes.,"Hyundai Verna Diesel,Tata Harrier,Mahindra Scorpio,Toyota Fortuner Diesel"
F0284,SUV,Exhaust,EGR valve carbon buildup reduced performance,EGR Valve Carbon Buildup,"P0401,P0402,P0404",0.8,Medium,P-030,2,3000-5000,Remove EGR valve and clean carbon deposits thoroughly. Check EGR passages in intake. Replace valve if stuck or damaged. Clear fault codes.,"Hyundai Verna Diesel,Tata Harrier,Mahindra Scorpio,Toyota Fortuner Diesel"
F0285,SUV,Exhaust,exhaust gas recirculation valve failure check engine light,EGR Valve Carbon Buildup,"P0401,P0402,P0404",0.8,Medium,P-030,2,3000-5000,Remove EGR valve and clean carbon deposits thoroughly. Check EGR passages in intake. Replace valve if stuck or damaged. Clear fault codes.,"Hyundai Verna Diesel,Tata Harrier,Mahindra Scorpio,Toyota Fortuner Diesel"
F0286,Car,Exhaust,flex pipe in exhaust cracked leaking exhaust gases,Exhaust Flex Pipe Failure,,0.8,Medium,P-097,1.5,1500-3000,Inspect flex pipe section of exhaust. Cut out damaged flex pipe and weld in replacement. Check adjacent exhaust sections for damage.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0287,Car,Exhaust,flexible exhaust joint broken exhaust noise,Exhaust Flex Pipe Failure,,0.8,Medium,P-097,1.5,1500-3000,Inspect flex pipe section of exhaust. Cut out damaged flex pipe and weld in replacement. Check adjacent exhaust sections for damage.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0288,Car,Exhaust,exhaust flex section damaged vibration noise from underneath,Exhaust Flex Pipe Failure,,0.8,Medium,P-097,1.5,1500-3000,Inspect flex pipe section of exhaust. Cut out damaged flex pipe and weld in replacement. Check adjacent exhaust sections for damage.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0289,Car,Exhaust,exhaust system hanging low scraping on road,Exhaust Hanger or Bracket Broken,,0.82,Low,P-098,0.5,500-1000,Inspect exhaust hanging rubbers and brackets. Replace broken hangers with new rubber mounts. Reposition exhaust pipe to correct height.,"Maruti Dzire,Hyundai Verna,Honda Amaze,Tata Tigor"
F0290,Car,Exhaust,exhaust hanger rubber broken pipe dragging,Exhaust Hanger or Bracket Broken,,0.82,Low,P-098,0.5,500-1000,Inspect exhaust hanging rubbers and brackets. Replace broken hangers with new rubber mounts. Reposition exhaust pipe to correct height.,"Maruti Dzire,Hyundai Verna,Honda Amaze,Tata Tigor"
F0291,Car,Exhaust,exhaust bracket broken pipe loose underneath car,Exhaust Hanger or Bracket Broken,,0.82,Low,P-098,0.5,500-1000,Inspect exhaust hanging rubbers and brackets. Replace broken hangers with new rubber mounts. Reposition exhaust pipe to correct height.,"Maruti Dzire,Hyundai Verna,Honda Amaze,Tata Tigor"
F0292,Car,Steering,power steering fluid leaking from rack,Steering Rack Seal Leak,,0.84,High,P-099,4,5000-10000,Inspect steering rack seals and boots. If leaking replace rack seals or entire rack assembly. Refill power steering fluid. Bleed system and align.,"Maruti Swift,Hyundai Creta,Honda City,Toyota Innova"
F0293,Car,Steering,steering rack leaking oil turning difficult,Steering Rack Seal Leak,,0.84,High,P-099,4,5000-10000,Inspect steering rack seals and boots. If leaking replace rack seals or entire rack assembly. Refill power steering fluid. Bleed system and align.,"Maruti Swift,Hyundai Creta,Honda City,Toyota Innova"
F0294,Car,Steering,power steering fluid dripping from steering gear,Steering Rack Seal Leak,,0.84,High,P-099,4,5000-10000,Inspect steering rack seals and boots. If leaking replace rack seals or entire rack assembly. Refill power steering fluid. Bleed system and align.,"Maruti Swift,Hyundai Creta,Honda City,Toyota Innova"
F0295,SUV,Steering,power steering pump making whining noise,Power Steering Pump Failure,,0.83,High,P-100,3,4000-7000,Check power steering fluid level and condition. Listen for pump noise. Test pump pressure output. Replace pump if output low. Flush system.,"Maruti Ertiga,Hyundai Verna,Honda City,Mahindra Scorpio"
F0296,SUV,Steering,groaning noise when turning steering wheel,Power Steering Pump Failure,,0.83,High,P-100,3,4000-7000,Check power steering fluid level and condition. Listen for pump noise. Test pump pressure output. Replace pump if output low. Flush system.,"Maruti Ertiga,Hyundai Verna,Honda City,Mahindra Scorpio"
F0297,SUV,Steering,steering makes noise especially at full lock,Power Steering Pump Failure,,0.83,High,P-100,3,4000-7000,Check power steering fluid level and condition. Listen for pump noise. Test pump pressure output. Replace pump if output low. Flush system.,"Maruti Ertiga,Hyundai Verna,Honda City,Mahindra Scorpio"
F0298,Car,Steering,steering wheel has too much play feels loose,Tie Rod End Worn,,0.82,High,P-101,1.5,1500-3000,Jack front and check tie rod ends for play. Inspect ball joint and rubber boot. Replace worn tie rod ends. Get wheel alignment after replacement.,"Maruti Swift,Hyundai i20,Tata Nexon,Honda City"
F0299,Car,Steering,excessive free play in steering before wheels respond,Tie Rod End Worn,,0.82,High,P-101,1.5,1500-3000,Jack front and check tie rod ends for play. Inspect ball joint and rubber boot. Replace worn tie rod ends. Get wheel alignment after replacement.,"Maruti Swift,Hyundai i20,Tata Nexon,Honda City"
F0300,Car,Steering,steering vague and imprecise lots of play at center,Tie Rod End Worn,,0.82,High,P-101,1.5,1500-3000,Jack front and check tie rod ends for play. Inspect ball joint and rubber boot. Replace worn tie rod ends. Get wheel alignment after replacement.,"Maruti Swift,Hyundai i20,Tata Nexon,Honda City"
F0301,Car,Steering,EPS warning light on electric power steering not working,Electric Power Steering Motor Failure,C0545,0.83,High,P-102,3,8000-15000,Read EPS fault codes. Check EPS motor and torque sensor. Check steering column connections. Replace EPS motor or ECU if faulty. Calibrate system.,"Maruti Swift,Hyundai i20,Tata Altroz,Kia Sonet"
F0302,Car,Steering,electric steering suddenly heavy light on dash,Electric Power Steering Motor Failure,C0545,0.83,High,P-102,3,8000-15000,Read EPS fault codes. Check EPS motor and torque sensor. Check steering column connections. Replace EPS motor or ECU if faulty. Calibrate system.,"Maruti Swift,Hyundai i20,Tata Altroz,Kia Sonet"
F0303,Car,Steering,power steering assist failed EPS motor fault,Electric Power Steering Motor Failure,C0545,0.83,High,P-102,3,8000-15000,Read EPS fault codes. Check EPS motor and torque sensor. Check steering column connections. Replace EPS motor or ECU if faulty. Calibrate system.,"Maruti Swift,Hyundai i20,Tata Altroz,Kia Sonet"
F0304,Car,Steering,steering wheel vibrating at highway speed,Wheel Balance Off or Worn Suspension,,0.78,Low,,1,500-1500,Check and balance all four wheels. Inspect for bent rim. Check tyre for flat spots or uneven wear. Inspect suspension components if vibration persists.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0305,Car,Steering,shimmy in steering wheel at 80 to 100 kmph,Wheel Balance Off or Worn Suspension,,0.78,Low,,1,500-1500,Check and balance all four wheels. Inspect for bent rim. Check tyre for flat spots or uneven wear. Inspect suspension components if vibration persists.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0306,Car,Steering,steering vibrating at certain speeds,Wheel Balance Off or Worn Suspension,,0.78,Low,,1,500-1500,Check and balance all four wheels. Inspect for bent rim. Check tyre for flat spots or uneven wear. Inspect suspension components if vibration persists.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0307,Car,Steering,steering column making clicking noise when turning,Steering Column Universal Joint Wear,,0.79,Medium,P-103,2,2000-4000,Inspect steering column U-joint for play. Check intermediate shaft coupling. Replace worn joint. Lubricate if applicable. Check for binding.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0308,Car,Steering,clicking clunking from steering column area,Steering Column Universal Joint Wear,,0.79,Medium,P-103,2,2000-4000,Inspect steering column U-joint for play. Check intermediate shaft coupling. Replace worn joint. Lubricate if applicable. Check for binding.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0309,Car,Steering,steering intermediate shaft noise when turning,Steering Column Universal Joint Wear,,0.79,Medium,P-103,2,2000-4000,Inspect steering column U-joint for play. Check intermediate shaft coupling. Replace worn joint. Lubricate if applicable. Check for binding.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0310,SUV,Steering,power steering fluid dirty dark color,Power Steering Fluid Contamination,,0.75,Low,P-104,1,1000-2000,Drain power steering fluid completely. Flush system with clean fluid. Replace power steering filter if equipped. Refill with manufacturer spec fluid.,"Maruti Ertiga,Hyundai Creta,Toyota Innova,Mahindra XUV700"
F0311,SUV,Steering,steering becoming heavy and noisy in cold weather,Power Steering Fluid Contamination,,0.75,Low,P-104,1,1000-2000,Drain power steering fluid completely. Flush system with clean fluid. Replace power steering filter if equipped. Refill with manufacturer spec fluid.,"Maruti Ertiga,Hyundai Creta,Toyota Innova,Mahindra XUV700"
F0312,SUV,Steering,power steering operation degraded,Power Steering Fluid Contamination,,0.75,Low,P-104,1,1000-2000,Drain power steering fluid completely. Flush system with clean fluid. Replace power steering filter if equipped. Refill with manufacturer spec fluid.,"Maruti Ertiga,Hyundai Creta,Toyota Innova,Mahindra XUV700"
F0313,Car,Steering,steering wheel not returning to center after turn,Steering Geometry or Caster Problem,,0.76,Medium,,1,500-1500,Check four wheel alignment specifically caster angle. Inspect upper strut mounts. Adjust alignment to spec. Check for binding in steering linkage.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0314,Car,Steering,steering wheel stays turned needs manual correction,Steering Geometry or Caster Problem,,0.76,Medium,,1,500-1500,Check four wheel alignment specifically caster angle. Inspect upper strut mounts. Adjust alignment to spec. Check for binding in steering linkage.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0315,Car,Steering,poor steering returnability after cornering,Steering Geometry or Caster Problem,,0.76,Medium,,1,500-1500,Check four wheel alignment specifically caster angle. Inspect upper strut mounts. Adjust alignment to spec. Check for binding in steering linkage.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0316,Car,AC/HVAC,AC not blowing cold air at all,AC Refrigerant Leak,,0.84,Medium,P-105,2,2000-4000,Check refrigerant pressure with gauges. Perform UV dye leak test. Repair leak at identified location. Vacuum and recharge system to spec.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0317,Car,AC/HVAC,car air conditioning stopped cooling,AC Refrigerant Leak,,0.84,Medium,P-105,2,2000-4000,Check refrigerant pressure with gauges. Perform UV dye leak test. Repair leak at identified location. Vacuum and recharge system to spec.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0318,Car,AC/HVAC,AC system not producing cold air compressor running,AC Refrigerant Leak,,0.84,Medium,P-105,2,2000-4000,Check refrigerant pressure with gauges. Perform UV dye leak test. Repair leak at identified location. Vacuum and recharge system to spec.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0319,Car,AC/HVAC,AC compressor making clicking or grinding noise,AC Compressor Failure,,0.85,High,P-106,4,8000-15000,Test compressor clutch engagement. Check compressor for seized bearing or internal damage. Replace compressor. Flush system. Replace receiver dryer. Recharge.,"Maruti Swift,Hyundai i20,Honda City,Kia Seltos"
F0320,Car,AC/HVAC,loud noise from AC compressor when AC turned on,AC Compressor Failure,,0.85,High,P-106,4,8000-15000,Test compressor clutch engagement. Check compressor for seized bearing or internal damage. Replace compressor. Flush system. Replace receiver dryer. Recharge.,"Maruti Swift,Hyundai i20,Honda City,Kia Seltos"
F0321,Car,AC/HVAC,AC clutch engaging and disengaging rapidly with noise,AC Compressor Failure,,0.85,High,P-106,4,8000-15000,Test compressor clutch engagement. Check compressor for seized bearing or internal damage. Replace compressor. Flush system. Replace receiver dryer. Recharge.,"Maruti Swift,Hyundai i20,Honda City,Kia Seltos"
F0322,Car,AC/HVAC,AC blows cold then warm intermittently,AC Expansion Valve Stuck,,0.8,Medium,P-107,3,3000-5000,Check expansion valve for proper operation. Inspect evaporator temperature. Replace expansion valve. Vacuum and recharge system.,"Maruti Baleno,Hyundai Creta,Tata Nexon,Honda City"
F0323,Car,AC/HVAC,air conditioning cooling on and off cycling,AC Expansion Valve Stuck,,0.8,Medium,P-107,3,3000-5000,Check expansion valve for proper operation. Inspect evaporator temperature. Replace expansion valve. Vacuum and recharge system.,"Maruti Baleno,Hyundai Creta,Tata Nexon,Honda City"
F0324,Car,AC/HVAC,AC temperature fluctuating not consistent,AC Expansion Valve Stuck,,0.8,Medium,P-107,3,3000-5000,Check expansion valve for proper operation. Inspect evaporator temperature. Replace expansion valve. Vacuum and recharge system.,"Maruti Baleno,Hyundai Creta,Tata Nexon,Honda City"
F0325,Car,AC/HVAC,AC condenser damaged from road debris stone impact,AC Condenser Damage,,0.85,High,P-108,3,5000-9000,Inspect condenser for impact damage and leaks. Replace condenser. Replace receiver dryer. Vacuum and recharge AC system to manufacturer spec.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0326,Car,AC/HVAC,AC not cooling after stone hit front bumper area,AC Condenser Damage,,0.85,High,P-108,3,5000-9000,Inspect condenser for impact damage and leaks. Replace condenser. Replace receiver dryer. Vacuum and recharge AC system to manufacturer spec.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0327,Car,AC/HVAC,visible damage to AC condenser fins leaking,AC Condenser Damage,,0.85,High,P-108,3,5000-9000,Inspect condenser for impact damage and leaks. Replace condenser. Replace receiver dryer. Vacuum and recharge AC system to manufacturer spec.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0328,Car,AC/HVAC,foul musty smell from AC vents,Evaporator Bacterial Growth,,0.82,Low,P-109,1,800-2000,Treat evaporator with anti-bacterial foam cleaner through drain hole. Clean cabin air filter. Replace cabin filter if heavily contaminated. Run AC on recirculate.,"Maruti Swift,Hyundai Creta,Honda City,Kia Seltos"
F0329,Car,AC/HVAC,bad odor when AC or heater turned on,Evaporator Bacterial Growth,,0.82,Low,P-109,1,800-2000,Treat evaporator with anti-bacterial foam cleaner through drain hole. Clean cabin air filter. Replace cabin filter if heavily contaminated. Run AC on recirculate.,"Maruti Swift,Hyundai Creta,Honda City,Kia Seltos"
F0330,Car,AC/HVAC,mouldy smell coming from car ventilation system,Evaporator Bacterial Growth,,0.82,Low,P-109,1,800-2000,Treat evaporator with anti-bacterial foam cleaner through drain hole. Clean cabin air filter. Replace cabin filter if heavily contaminated. Run AC on recirculate.,"Maruti Swift,Hyundai Creta,Honda City,Kia Seltos"
F0331,Car,AC/HVAC,AC blower fan not working no air from vents,Blower Motor Failure,,0.84,Medium,P-110,1.5,2000-4000,Test blower motor resistance and power supply. Check blower motor resistor. Replace blower motor if burnt. Replace resistor if speeds not working.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0332,Car,AC/HVAC,blower motor stopped working completely,Blower Motor Failure,,0.84,Medium,P-110,1.5,2000-4000,Test blower motor resistance and power supply. Check blower motor resistor. Replace blower motor if burnt. Replace resistor if speeds not working.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0333,Car,AC/HVAC,no air coming from any vent when fan turned on,Blower Motor Failure,,0.84,Medium,P-110,1.5,2000-4000,Test blower motor resistance and power supply. Check blower motor resistor. Replace blower motor if burnt. Replace resistor if speeds not working.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0334,Car,AC/HVAC,AC blower only works on highest speed setting,Blower Motor Resistor Failure,,0.85,Low,P-111,1,800-1500,Locate blower motor resistor pack. Test resistance values. Replace resistor pack. Check connector for heat damage and repair if needed.,"Maruti WagonR,Hyundai i10,Tata Tiago,Honda Amaze"
F0335,Car,AC/HVAC,fan only works on speed 4 not on 1 2 3,Blower Motor Resistor Failure,,0.85,Low,P-111,1,800-1500,Locate blower motor resistor pack. Test resistance values. Replace resistor pack. Check connector for heat damage and repair if needed.,"Maruti WagonR,Hyundai i10,Tata Tiago,Honda Amaze"
F0336,Car,AC/HVAC,blower motor lower speeds not functioning,Blower Motor Resistor Failure,,0.85,Low,P-111,1,800-1500,Locate blower motor resistor pack. Test resistance values. Replace resistor pack. Check connector for heat damage and repair if needed.,"Maruti WagonR,Hyundai i10,Tata Tiago,Honda Amaze"
F0337,Car,AC/HVAC,AC belt broken no AC and battery light,AC Drive Belt Failure,,0.83,Medium,P-112,1,600-1200,Inspect AC drive belt for breakage or wear. Replace belt with correct size. Check tensioner pulley. Check compressor clutch for seizure.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0338,Car,AC/HVAC,serpentine belt for AC compressor snapped,AC Drive Belt Failure,,0.83,Medium,P-112,1,600-1200,Inspect AC drive belt for breakage or wear. Replace belt with correct size. Check tensioner pulley. Check compressor clutch for seizure.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0339,Car,AC/HVAC,AC stopped working after belt noise,AC Drive Belt Failure,,0.83,Medium,P-112,1,600-1200,Inspect AC drive belt for breakage or wear. Replace belt with correct size. Check tensioner pulley. Check compressor clutch for seizure.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0340,SUV,AC/HVAC,heater not working inside car no hot air,Heater Valve or Core Blocked,,0.79,Medium,P-113,3,2000-5000,Check coolant temperature reaching normal. Inspect heater valve operation. Flush heater core for blockage. Replace heater valve or core if needed.,"Maruti Swift,Hyundai i20,Honda City,Mahindra Thar"
F0341,SUV,AC/HVAC,car heater blowing only cold air in winter,Heater Valve or Core Blocked,,0.79,Medium,P-113,3,2000-5000,Check coolant temperature reaching normal. Inspect heater valve operation. Flush heater core for blockage. Replace heater valve or core if needed.,"Maruti Swift,Hyundai i20,Honda City,Mahindra Thar"
F0342,SUV,AC/HVAC,heating system not producing warm air,Heater Valve or Core Blocked,,0.79,Medium,P-113,3,2000-5000,Check coolant temperature reaching normal. Inspect heater valve operation. Flush heater core for blockage. Replace heater valve or core if needed.,"Maruti Swift,Hyundai i20,Honda City,Mahindra Thar"
F0343,Car,AC/HVAC,AC system low on gas needs frequent recharging,AC System Slow Leak,,0.78,Medium,P-105,2,1500-3000,Perform detailed leak test with electronic detector and UV dye. Check all joints hoses and seals. Repair leak location. Vacuum and recharge system.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0344,Car,AC/HVAC,AC loses cooling after few months needs regas,AC System Slow Leak,,0.78,Medium,P-105,2,1500-3000,Perform detailed leak test with electronic detector and UV dye. Check all joints hoses and seals. Repair leak location. Vacuum and recharge system.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0345,Car,AC/HVAC,slow refrigerant leak needing annual recharge,AC System Slow Leak,,0.78,Medium,P-105,2,1500-3000,Perform detailed leak test with electronic detector and UV dye. Check all joints hoses and seals. Repair leak location. Vacuum and recharge system.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0346,Car,Body,power window regulator broken window dropped into door,Window Regulator Cable Broken,,0.85,Medium,P-059,1.5,2000-4000,Remove door panel. Retrieve glass and secure temporarily. Replace window regulator mechanism. Reinstall glass and test operation.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0347,Car,Body,window fell down inside door panel,Window Regulator Cable Broken,,0.85,Medium,P-059,1.5,2000-4000,Remove door panel. Retrieve glass and secure temporarily. Replace window regulator mechanism. Reinstall glass and test operation.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0348,Car,Body,window glass slipped down and wont come up,Window Regulator Cable Broken,,0.85,Medium,P-059,1.5,2000-4000,Remove door panel. Retrieve glass and secure temporarily. Replace window regulator mechanism. Reinstall glass and test operation.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0349,Car,Body,door hinge sagging door dropping when opened,Door Hinge Wear,,0.8,Medium,P-114,2,1500-3000,Inspect door hinge pins and bushings for wear. Replace hinge pins and bushings. Adjust door alignment. Lubricate hinge mechanism.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Indica"
F0350,Car,Body,driver door not closing properly sagging hinge,Door Hinge Wear,,0.8,Medium,P-114,2,1500-3000,Inspect door hinge pins and bushings for wear. Replace hinge pins and bushings. Adjust door alignment. Lubricate hinge mechanism.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Indica"
F0351,Car,Body,door hinge worn door misaligned with body,Door Hinge Wear,,0.8,Medium,P-114,2,1500-3000,Inspect door hinge pins and bushings for wear. Replace hinge pins and bushings. Adjust door alignment. Lubricate hinge mechanism.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Indica"
F0352,Car,Body,side mirror motor not working mirror stuck,ORVM Mirror Motor Failure,,0.8,Low,P-115,1,1500-3000,Test mirror motor with direct power. Check mirror switch and wiring. Replace mirror motor assembly. Program if auto-folding type.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Honda City"
F0353,Car,Body,electrically adjustable mirror not responding,ORVM Mirror Motor Failure,,0.8,Low,P-115,1,1500-3000,Test mirror motor with direct power. Check mirror switch and wiring. Replace mirror motor assembly. Program if auto-folding type.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Honda City"
F0354,Car,Body,ORVM mirror not folding or adjusting electrically,ORVM Mirror Motor Failure,,0.8,Low,P-115,1,1500-3000,Test mirror motor with direct power. Check mirror switch and wiring. Replace mirror motor assembly. Program if auto-folding type.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Honda City"
F0355,Car,Body,boot or dickey lock not opening,Boot Lock Mechanism Failure,,0.79,Low,P-116,1,1000-2500,Access boot through rear seat fold-down. Inspect lock mechanism. Replace lock actuator or latch. Check release cable and switch.,"Maruti Swift,Hyundai i20,Honda Amaze,Tata Tigor"
F0356,Car,Body,trunk lock mechanism jammed cannot open boot,Boot Lock Mechanism Failure,,0.79,Low,P-116,1,1000-2500,Access boot through rear seat fold-down. Inspect lock mechanism. Replace lock actuator or latch. Check release cable and switch.,"Maruti Swift,Hyundai i20,Honda Amaze,Tata Tigor"
F0357,Car,Body,boot lid latch stuck car boot wont open,Boot Lock Mechanism Failure,,0.79,Low,P-116,1,1000-2500,Access boot through rear seat fold-down. Inspect lock mechanism. Replace lock actuator or latch. Check release cable and switch.,"Maruti Swift,Hyundai i20,Honda Amaze,Tata Tigor"
F0358,SUV,Body,sunroof leaking water inside car when raining,Sunroof Drain Blockage,,0.81,Medium,P-117,1.5,1000-2500,Clear sunroof drain tubes with compressed air or thin wire. Check drain tube routing. Seal sunroof rubber gasket if cracked. Clean drain trough.,"Hyundai Creta,Kia Seltos,Tata Harrier,Mahindra XUV700"
F0359,SUV,Body,water dripping from sunroof area onto headliner,Sunroof Drain Blockage,,0.81,Medium,P-117,1.5,1000-2500,Clear sunroof drain tubes with compressed air or thin wire. Check drain tube routing. Seal sunroof rubber gasket if cracked. Clean drain trough.,"Hyundai Creta,Kia Seltos,Tata Harrier,Mahindra XUV700"
F0360,SUV,Body,sunroof drain blocked water coming inside,Sunroof Drain Blockage,,0.81,Medium,P-117,1.5,1000-2500,Clear sunroof drain tubes with compressed air or thin wire. Check drain tube routing. Seal sunroof rubber gasket if cracked. Clean drain trough.,"Hyundai Creta,Kia Seltos,Tata Harrier,Mahindra XUV700"
F0361,Car,Body,windshield crack spreading from chip,Windshield Damage,,0.9,Medium,P-118,2,3000-8000,Assess crack size and location. If small chip attempt resin repair. If cracked replace windshield with OEM or equivalent glass. Cure adhesive before driving.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0362,Car,Body,front glass cracked needs replacement,Windshield Damage,,0.9,Medium,P-118,2,3000-8000,Assess crack size and location. If small chip attempt resin repair. If cracked replace windshield with OEM or equivalent glass. Cure adhesive before driving.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0363,Car,Body,stone chip on windshield that has cracked across,Windshield Damage,,0.9,Medium,P-118,2,3000-8000,Assess crack size and location. If small chip attempt resin repair. If cracked replace windshield with OEM or equivalent glass. Cure adhesive before driving.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0364,Bike,Bike,bike chain loose and making noise,Chain Sprocket Kit Worn,,0.86,Medium,"P-119,P-120",1.5,1500-3000,Check chain tension and stretch. Inspect sprocket teeth for hooking. Replace chain and both sprockets as set. Adjust tension and lubricate.,"Hero Splendor,Bajaj Pulsar,TVS Apache,Honda Shine"
F0365,Bike,Bike,chain sprocket worn and slipping,Chain Sprocket Kit Worn,,0.86,Medium,"P-119,P-120",1.5,1500-3000,Check chain tension and stretch. Inspect sprocket teeth for hooking. Replace chain and both sprockets as set. Adjust tension and lubricate.,"Hero Splendor,Bajaj Pulsar,TVS Apache,Honda Shine"
F0366,Bike,Bike,motorcycle chain needs adjustment keeps loosening,Chain Sprocket Kit Worn,,0.86,Medium,"P-119,P-120",1.5,1500-3000,Check chain tension and stretch. Inspect sprocket teeth for hooking. Replace chain and both sprockets as set. Adjust tension and lubricate.,"Hero Splendor,Bajaj Pulsar,TVS Apache,Honda Shine"
F0367,Bike,Bike,bike not starting kick and self start both failing,Battery Weak or CDI Failure,,0.8,High,"P-121,P-122",1,1500-3500,Test battery voltage. If battery OK test CDI unit with multimeter. Check ignition coil. Replace failed component. Check charging system output.,"Hero Splendor,Honda Activa,Bajaj Pulsar,TVS Jupiter"
F0368,Bike,Bike,motorcycle wont start no response from starter,Battery Weak or CDI Failure,,0.8,High,"P-121,P-122",1,1500-3500,Test battery voltage. If battery OK test CDI unit with multimeter. Check ignition coil. Replace failed component. Check charging system output.,"Hero Splendor,Honda Activa,Bajaj Pulsar,TVS Jupiter"
F0369,Bike,Bike,bike cranks slowly and wont fire up,Battery Weak or CDI Failure,,0.8,High,"P-121,P-122",1,1500-3500,Test battery voltage. If battery OK test CDI unit with multimeter. Check ignition coil. Replace failed component. Check charging system output.,"Hero Splendor,Honda Activa,Bajaj Pulsar,TVS Jupiter"
